,GBOV_ID,Site,GROUND_DATA_PI,GROUND_DATA_PIs_Email,GBOV_Email,Network,Elevation,IGBP_class,Lat_IS,Lon_IS,TIME_IS,Version,up_flag,down_flag,LAI_Miller_up,LAI_Warren_up,LAIe_Miller_up,LAIe_Warren_up,LAI_Miller_down,LAI_Warren_down,LAIe_Miller_down,LAIe_Warren_down,LAI_Miller_up_err,LAI_Warren_up_err,LAIe_Miller_up_err,LAIe_Warren_up_err,clumping_Miller_up,clumping_Warren_up,LAI_Miller_down_err,LAI_Warren_down_err,LAIe_Miller_down_err,LAIe_Warren_down_err,clumping_Miller_down,clumping_Warren_down,clumping_Miller_up_err,clumping_Warren_up_err,clumping_Miller_down_err,clumping_Warren_down_err
7897,GBOV_RM7_3487,Lyndon B. Johnson National Grassland,TBC,TBC,support-copernicus-gbov@acri-st.fr,NEON,272,Deciduous Broadleaf Forest,33.40123,-97.57,20220510T053300Z,2.0,16.0,0.0,0.7140415560775283,0.6551131193206801,0.3679403047669403,0.24506381695517,0.9377043083850828,0.9362737842240738,0.8466060001158048,0.8138223668129122,0.1215438327001253,0.2004342169891144,0.057225523273984,0.0647237556849424,0.5152925647467366,0.3740786281448447,0.0433014891740929,0.0865584035355684,0.0383915327316747,0.0663463550651712,0.9028496430541436,0.8692140915676264,0.1188127441978533,0.1511951550646882,0.0584334746170145,0.1071399508134818
7898,GBOV_RM7_3487,Lyndon B. Johnson National Grassland,TBC,TBC,support-copernicus-gbov@acri-st.fr,NEON,272,Deciduous Broadleaf Forest,33.40123,-97.57,20220519T052500Z,2.0,0.0,0.0,0.2686969383092898,0.4187196482267059,0.1024105787885987,0.1368501126060387,1.2946324096013622,1.3705195858372403,1.137173386539224,1.1450963233330758,0.0812140326467539,0.179443925284349,0.0302209355732453,0.061200098199089,0.3811378701707298,0.3268299282959477,0.0642681122714098,0.1348656764838106,0.0552348637604041,0.1077951160350493,0.8783754972497387,0.8355198533215742,0.1609997274473261,0.2024370475746545,0.061004880803272,0.1137815494094302
7899,GBOV_RM7_3487,Lyndon B. Johnson National Grassland,TBC,TBC,support-copernicus-gbov@acri-st.fr,NEON,272,Deciduous Broadleaf Forest,33.40123,-97.57,20220602T083300Z,2.0,0.0,0.0,0.3200558305952351,0.5789985737282264,0.1049702569824177,0.1620619453611056,0.9010972147355468,0.8547659182860546,0.8196116896324108,0.75464300460663,0.0931158189111261,0.2374338094021295,0.02745684476214,0.0608135511213235,0.3279748311011726,0.279900422409633,0.045758132165804,0.08886626054761,0.0407562909626945,0.0756404776205202,0.9095707724198766,0.8828651078178369,0.128313880882934,0.1555839894418637,0.064645878550211,0.1274986649053027
7900,GBOV_RM7_3487,Lyndon B. Johnson National Grassland,TBC,TBC,support-copernicus-gbov@acri-st.fr,NEON,272,Deciduous Broadleaf Forest,33.40123,-97.57,20220630T051700Z,2.0,0.0,0.0,0.209000083398491,0.468252053410247,0.0772863196083323,0.1363516001986041,0.1811579424175237,0.1752939101558424,0.1699301620071401,0.161921098934142,0.0688169520084194,0.2156472081229884,0.0228112642806698,0.0555617389260549,0.3697908553508756,0.2911927437489381,0.0175228056786227,0.0379330577165666,0.0157604697163745,0.0326271218286693,0.9380221465283238,0.9237120604485836,0.1635179220586062,0.1790636535753901,0.1257019990428616,0.2731282650001864
7901,GBOV_RM7_3487,Lyndon B. Johnson National Grassland,TBC,TBC,support-copernicus-gbov@acri-st.fr,NEON,272,Deciduous Broadleaf Forest,33.40123,-97.57,20220714T053500Z,2.0,0.0,0.0,0.971304640996558,0.714274248133894,0.3457913985491098,0.2442945526614411,0.0495152224218724,0.0469681895881145,0.0467312444829187,0.0442368418410617,0.23521389345526,0.2513832377825291,0.0651007188521423,0.0719378251343117,0.3560071515712394,0.3420178640062731,0.008805339667147,0.0174624288701553,0.0081047021408659,0.0160339211788461,0.943775311857956,0.941846859097505,0.1092001557475517,0.1569473972998507,0.2344338184337145,0.4890392770549561
7902,GBOV_RM7_3487,Lyndon B. Johnson National Grassland,TBC,TBC,support-copernicus-gbov@acri-st.fr,NEON,272,Deciduous Broadleaf Forest,33.40123,-97.57,20220804T054800Z,2.0,0.0,0.0,3.3617916703764834,2.126468066182818,1.07178099511387,0.5531350612458878,0.0088716420678179,0.0082285916550862,0.0087015226790951,0.0080423354529724,0.4158499372047298,0.5472384288001094,0.1381252879401102,0.1284019082065355,0.3188124369984658,0.2601191478218669,0.002054713705456,0.0044711080314681,0.0019986035565497,0.0043315401473637,0.9808243629057136,0.9773647532991095,0.0569507057364819,0.0901505682967779,0.3199286414846652,0.7477475847437886
7903,GBOV_RM7_3487,Lyndon B. Johnson National Grassland,TBC,TBC,support-copernicus-gbov@acri-st.fr,NEON,272,Deciduous Broadleaf Forest,33.40123,-97.57,20220825T060600Z,2.0,0.0,0.0,0.3209239148206357,0.5789889337962528,0.1070345271076933,0.167955822158893,0.041814570216378,0.0402845826853517,0.0404456488981434,0.0388992692949912,0.0903899362363716,0.2211872921763426,0.0265943188895338,0.0563727826017911,0.3335199471423464,0.2900846844475216,0.0067236647857735,0.012325446818194,0.0063737548067871,0.011515194009938,0.9672620976097368,0.965611822240268,0.1252652797135185,0.1475149535056773,0.2177731170964129,0.4110859504960467
7904,GBOV_RM7_3487,Lyndon B. Johnson National Grassland,TBC,TBC,support-copernicus-gbov@acri-st.fr,NEON,272,Deciduous Broadleaf Forest,33.40123,-97.57,20220908T061700Z,2.0,0.0,0.0,0.2053879785488804,0.4461294208777807,0.0739487320054176,0.1296518566407982,0.155588771459186,0.137302978769114,0.1406072917171671,0.1232208349623823,0.0688969330471398,0.2025932897961751,0.0223108911504163,0.0529205534698503,0.3600441103120284,0.290614899115378,0.0182201078302815,0.0297549657226916,0.0154039420267942,0.0257390985610681,0.9037110480305528,0.8974374486775559,0.1624404092436407,0.1774477310231943,0.1449188904690154,0.2701222211095147
7905,GBOV_RM7_3487,Lyndon B. Johnson National Grassland,TBC,TBC,support-copernicus-gbov@acri-st.fr,NEON,272,Deciduous Broadleaf Forest,33.40123,-97.57,20220922T061900Z,2.0,2.0,0.0,0.0306661947189447,0.1158604036741518,0.0141047354346792,0.0501391290578935,0.0243845334240173,0.0224227423265329,0.0229185347955875,0.0218149602032263,0.0251485614496267,0.1023329882670526,0.0095792266665366,0.0399263518103598,0.459944103399493,0.432754655325609,0.0059288934371168,0.0065739723527272,0.0050679889554105,0.0062828940714556,0.9398799803573096,0.972894389345612,0.4897414169607487,0.5146381372950016,0.3088997476003305,0.3998410279949642
7906,GBOV_RM7_3487,Lyndon B. Johnson National Grassland,TBC,TBC,support-copernicus-gbov@acri-st.fr,NEON,272,Deciduous Broadleaf Forest,33.40123,-97.57,20221011T085100Z,2.0,2.0,0.0,0.6953592613517647,1.3144191077545333,0.1556974339118107,0.2301111095334296,0.0009464257316525,0.000908569593524,0.000923122130214,0.0008995559496934,0.2477050444810196,0.7404643258157741,0.0540873227202974,0.1389071470970621,0.2239093409198836,0.1750667714550621,0.0003655309696551,0.0004301465011069,0.0003495691131448,0.000422888341546,0.975377252900916,0.9900793027910796,0.1114103552114024,0.1445491720144182,0.5275766907045091,0.6605690722144345
7907,GBOV_RM7_3487,Lyndon B. Johnson National Grassland,TBC,TBC,support-copernicus-gbov@acri-st.fr,NEON,272,Deciduous Broadleaf Forest,33.40123,-97.57,20221020T080600Z,2.0,2.0,0.0,0.6698524568454438,1.769014717920496,0.3420570771088576,0.6882255816696251,0.0071842251734213,0.0108534729959492,0.0070379311059991,0.0105380095785719,0.1031680383205097,0.384332342184072,0.05065452570943,0.1563631521124756,0.5106454020034757,0.3890445764513733,0.0011609681377084,0.0030058190541231,0.00104137550168,0.0026951123902722,0.9796367647323424,0.9709343343374922,0.1091049604725668,0.1222984957354643,0.2146464842705876,0.366014681349242
7908,GBOV_RM7_3487,Lyndon B. Johnson National Grassland,TBC,TBC,support-copernicus-gbov@acri-st.fr,NEON,272,Deciduous Broadleaf Forest,33.40123,-97.57,20221101T080300Z,2.0,0.0,0.0,0.6857301231217743,0.6385985120467604,0.1914295840708411,0.192639985216106,0.0333649900228109,0.0391971087990749,0.0325290745843251,0.0378681419641531,0.1853908040707379,0.2096454902465686,0.0457303028959319,0.0625671045918022,0.2791616958569085,0.3016605607154942,0.0035812894630956,0.0080802081630005,0.0034353015274014,0.0076498763602455,0.9749463303326537,0.966095284176848,0.1007149745149692,0.1393075464187667,0.1468064541901959,0.2788392344020101
7909,GBOV_RM7_3487,Lyndon B. Johnson National Grassland,TBC,TBC,support-copernicus-gbov@acri-st.fr,NEON,272,Deciduous Broadleaf Forest,33.40123,-97.57,20221117T081500Z,2.0,0.0,0.0,0.2010734151982464,0.3707719782421498,0.0809418333981678,0.1336804661924229,0.0306915866111512,0.0363904020006793,0.0303905794984016,0.0358533286207455,0.0582448566807182,0.1345854729629464,0.0213032186731815,0.047402478734692,0.4025486577545022,0.3605463034887623,0.0023378328418672,0.00448878275919,0.0023008884586662,0.0043895248033217,0.990192520296745,0.9852413452337302,0.1575495173289553,0.182956410321825,0.1063442453055334,0.1712295047174425
7910,GBOV_RM7_181,Blandy Experimental Farm,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,183,Deciduous Broadleaf,39.0602607727051,-78.0716400146484,20170329T075600Z,2.0,0.0,64.0,1.09,1.41,0.929,1.11,0.421,0.303,0.418,0.301,0.04,0.11,0.034,0.06,0.85,0.79,0.012,0.014,0.012,0.013,0.99,0.99,0.05,0.08,0.04,0.06
7911,GBOV_RM7_181,Blandy Experimental Farm,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,183,Deciduous Broadleaf,39.0602607727051,-78.0716400146484,20170413T000000Z,2.0,0.0,0.0,2.24,2.14,1.7,1.62,0.368,0.299,0.351,0.287,0.11,0.15,0.07,0.09,0.76,0.75,0.021,0.026,0.019,0.022,0.95,0.96,0.05,0.07,0.07,0.11
7912,GBOV_RM7_181,Blandy Experimental Farm,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,183,Deciduous Broadleaf,39.0602607727051,-78.0716400146484,20170413T073600Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7913,GBOV_RM7_181,Blandy Experimental Farm,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,183,Deciduous Broadleaf,39.0602607727051,-78.0716400146484,20170426T000000Z,2.0,0.0,0.0,5.19,4.7,3.92,3.45,0.51,0.43,0.446,0.39,0.19,0.27,0.13,0.22,0.76,0.73,0.04,0.06,0.033,0.05,0.88,0.91,0.04,0.06,0.09,0.17
7914,GBOV_RM7_181,Blandy Experimental Farm,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,183,Deciduous Broadleaf,39.0602607727051,-78.0716400146484,20170426T114500Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7915,GBOV_RM7_181,Blandy Experimental Farm,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,183,Deciduous Broadleaf,39.0602607727051,-78.0716400146484,20170510T000000Z,2.0,0.0,8.0,6.63,5.4,5.16,4.11,0.735,0.56,0.701,0.53,0.17,0.23,0.14,0.17,0.778,0.76,0.033,0.05,0.031,0.04,0.95,0.95,0.03,0.05,0.06,0.11
7916,GBOV_RM7_181,Blandy Experimental Farm,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,183,Deciduous Broadleaf,39.0602607727051,-78.0716400146484,20170510T050800Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7917,GBOV_RM7_181,Blandy Experimental Farm,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,183,Deciduous Broadleaf,39.0602607727051,-78.0716400146484,20170607T000000Z,2.0,8.0,0.0,6.9,5.46,5.49,4.11,0.83,0.62,0.77,0.58,0.16,0.2,0.14,0.2,0.796,0.75,0.05,0.06,0.04,0.05,0.92,0.93,0.027,0.05,0.07,0.13
7918,GBOV_RM7_181,Blandy Experimental Farm,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,183,Deciduous Broadleaf,39.0602607727051,-78.0716400146484,20170607T045800Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7919,GBOV_RM7_181,Blandy Experimental Farm,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,183,Deciduous Broadleaf,39.0602607727051,-78.0716400146484,20170621T000000Z,2.0,0.0,0.0,5.01,3.9,3.2,2.3,0.878,0.65,0.846,0.62,0.31,0.6,0.22,0.4,0.64,0.58,0.035,0.05,0.033,0.04,0.96,0.96,0.06,0.13,0.05,0.09
7920,GBOV_RM7_181,Blandy Experimental Farm,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,183,Deciduous Broadleaf,39.0602607727051,-78.0716400146484,20170621T044700Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7921,GBOV_RM7_181,Blandy Experimental Farm,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,183,Deciduous Broadleaf,39.0602607727051,-78.0716400146484,20170705T000000Z,2.0,0.0,0.0,6.56,5.59,5.27,4.26,0.369,0.3,0.335,0.28,0.16,0.2,0.13,0.16,0.803,0.76,0.029,0.04,0.025,0.04,0.91,0.92,0.028,0.04,0.1,0.18
7922,GBOV_RM7_181,Blandy Experimental Farm,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,183,Deciduous Broadleaf,39.0602607727051,-78.0716400146484,20170705T091700Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7923,GBOV_RM7_181,Blandy Experimental Farm,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,183,Deciduous Broadleaf,39.0602607727051,-78.0716400146484,20170718T000000Z,2.0,0.0,0.0,6.63,5.31,5.61,4.26,0.734,0.529,0.722,0.522,0.15,0.19,0.13,0.15,0.847,0.8,0.02,0.024,0.02,0.023,0.98,0.99,0.028,0.04,0.04,0.06
7924,GBOV_RM7_181,Blandy Experimental Farm,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,183,Deciduous Broadleaf,39.0602607727051,-78.0716400146484,20170718T210500Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7925,GBOV_RM7_181,Blandy Experimental Farm,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,183,Deciduous Broadleaf,39.0602607727051,-78.0716400146484,20170808T000000Z,2.0,0.0,0.0,6.12,4.79,5.16,3.86,0.76,0.56,0.722,0.53,0.14,0.17,0.12,0.16,0.843,0.81,0.04,0.05,0.033,0.04,0.95,0.96,0.028,0.04,0.06,0.11
7926,GBOV_RM7_181,Blandy Experimental Farm,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,183,Deciduous Broadleaf,39.0602607727051,-78.0716400146484,20170808T184400Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7927,GBOV_RM7_181,Blandy Experimental Farm,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,183,Deciduous Broadleaf,39.0602607727051,-78.0716400146484,20170816T000000Z,2.0,0.0,0.0,6.38,4.9,5.39,3.94,0.683,0.495,0.666,0.487,0.15,0.18,0.13,0.15,0.844,0.8,0.021,0.02,0.02,0.019,0.97,0.98,0.029,0.04,0.04,0.06
7928,GBOV_RM7_181,Blandy Experimental Farm,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,183,Deciduous Broadleaf,39.0602607727051,-78.0716400146484,20170816T200400Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7929,GBOV_RM7_181,Blandy Experimental Farm,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,183,Deciduous Broadleaf,39.0602607727051,-78.0716400146484,20170901T000000Z,2.0,0.0,0.0,5.99,4.99,5.06,4.05,0.162,0.149,0.145,0.136,0.14,0.16,0.12,0.15,0.845,0.81,0.019,0.028,0.016,0.025,0.9,0.92,0.028,0.04,0.15,0.24
7930,GBOV_RM7_181,Blandy Experimental Farm,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,183,Deciduous Broadleaf,39.0602607727051,-78.0716400146484,20170901T094100Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7931,GBOV_RM7_181,Blandy Experimental Farm,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,183,Deciduous Broadleaf,39.0602607727051,-78.0716400146484,20170913T000000Z,2.0,0.0,0.0,5.53,4.64,4.66,3.74,0.163,0.139,0.147,0.128,0.14,0.18,0.12,0.15,0.843,0.81,0.02,0.034,0.018,0.03,0.9,0.92,0.03,0.05,0.16,0.32
7932,GBOV_RM7_181,Blandy Experimental Farm,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,183,Deciduous Broadleaf,39.0602607727051,-78.0716400146484,20170913T073700Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7933,GBOV_RM7_181,Blandy Experimental Farm,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,183,Deciduous Broadleaf,39.0602607727051,-78.0716400146484,20170928T000000Z,2.0,0.0,0.0,4.43,3.65,3.63,2.98,0.273,0.24,0.261,0.232,0.13,0.15,0.12,0.12,0.82,0.82,0.015,0.021,0.014,0.02,0.96,0.97,0.04,0.05,0.07,0.12
7934,GBOV_RM7_181,Blandy Experimental Farm,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,183,Deciduous Broadleaf,39.0602607727051,-78.0716400146484,20170928T183900Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7935,GBOV_RM7_181,Blandy Experimental Farm,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,183,Deciduous Broadleaf,39.0602607727051,-78.0716400146484,20171011T151900Z,2.0,0.0,0.0,4.01,3.83,3.3,3.05,0.098,0.105,0.094,0.099,0.13,0.17,0.11,0.13,0.82,0.8,0.009,0.014,0.008,0.012,0.96,0.94,0.04,0.05,0.12,0.17
7936,GBOV_RM7_181,Blandy Experimental Farm,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,183,Deciduous Broadleaf,39.0602607727051,-78.0716400146484,20171025T073100Z,2.0,0.0,0.0,3.13,2.78,2.53,2.14,0.145,0.122,0.139,0.117,0.13,0.15,0.09,0.1,0.81,0.77,0.01,0.017,0.009,0.016,0.96,0.96,0.04,0.06,0.09,0.19
7937,GBOV_RM7_181,Blandy Experimental Farm,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,183,Deciduous Broadleaf,39.0602607727051,-78.0716400146484,20180314T000000Z,2.0,0.0,0.0,0.829,0.87,0.72,0.7,0.066,0.069,0.064,0.068,0.035,0.08,0.026,0.05,0.87,0.81,0.005,0.006,0.005,0.006,0.97,0.99,0.05,0.09,0.11,0.12
7938,GBOV_RM7_181,Blandy Experimental Farm,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,183,Deciduous Broadleaf,39.0602607727051,-78.0716400146484,20180314T073200Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7939,GBOV_RM7_181,Blandy Experimental Farm,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,183,Deciduous Broadleaf,39.0602607727051,-78.0716400146484,20180328T000000Z,2.0,0.0,0.0,0.93,1.1,0.806,0.92,0.0176,0.0129,0.0171,0.0127,0.04,0.08,0.029,0.05,0.87,0.83,0.0024,0.0026,0.0023,0.0025,0.97,0.99,0.05,0.07,0.19,0.28
7940,GBOV_RM7_181,Blandy Experimental Farm,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,183,Deciduous Broadleaf,39.0602607727051,-78.0716400146484,20180328T081200Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7941,GBOV_RM7_181,Blandy Experimental Farm,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,183,Deciduous Broadleaf,39.0602607727051,-78.0716400146484,20180411T000000Z,2.0,0.0,0.0,0.94,1.28,0.808,1.02,0.031,0.031,0.03,0.031,0.04,0.09,0.027,0.05,0.86,0.79,0.004,0.004,0.004,0.004,0.97,0.98,0.04,0.07,0.16,0.19
7942,GBOV_RM7_181,Blandy Experimental Farm,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,183,Deciduous Broadleaf,39.0602607727051,-78.0716400146484,20180411T065800Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7943,GBOV_RM7_181,Blandy Experimental Farm,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,183,Deciduous Broadleaf,39.0602607727051,-78.0716400146484,20180425T000000Z,2.0,1.0,0.0,1.64,1.8,1.36,1.45,0.068,0.056,0.065,0.053,0.07,0.12,0.05,0.08,0.83,0.81,0.007,0.011,0.006,0.01,0.95,0.95,0.05,0.07,0.13,0.25
7944,GBOV_RM7_181,Blandy Experimental Farm,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,183,Deciduous Broadleaf,39.0602607727051,-78.0716400146484,20180425T102800Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7945,GBOV_RM7_181,Blandy Experimental Farm,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,183,Deciduous Broadleaf,39.0602607727051,-78.0716400146484,20180509T000000Z,2.0,0.0,64.0,4.33,3.73,3.09,2.69,0.648,0.503,0.627,0.49,0.17,0.19,0.11,0.14,0.71,0.72,0.024,0.03,0.023,0.029,0.97,0.97,0.04,0.05,0.05,0.08
7946,GBOV_RM7_181,Blandy Experimental Farm,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,183,Deciduous Broadleaf,39.0602607727051,-78.0716400146484,20180509T050500Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7947,GBOV_RM7_181,Blandy Experimental Farm,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,183,Deciduous Broadleaf,39.0602607727051,-78.0716400146484,20180523T000000Z,2.0,0.0,0.0,6.66,5.22,4.97,3.89,1.26,0.99,1.15,0.88,0.17,0.18,0.14,0.18,0.747,0.75,0.07,0.11,0.06,0.08,0.91,0.89,0.029,0.04,0.07,0.13
7948,GBOV_RM7_181,Blandy Experimental Farm,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,183,Deciduous Broadleaf,39.0602607727051,-78.0716400146484,20180523T190700Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7949,GBOV_RM7_181,Blandy Experimental Farm,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,183,Deciduous Broadleaf,39.0602607727051,-78.0716400146484,20180606T000000Z,2.0,0.0,0.0,6.93,5.32,5.48,4.08,1.16,0.85,1.03,0.77,0.17,0.16,0.14,0.16,0.79,0.77,0.07,0.09,0.06,0.08,0.89,0.91,0.028,0.04,0.08,0.13
7950,GBOV_RM7_181,Blandy Experimental Farm,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,183,Deciduous Broadleaf,39.0602607727051,-78.0716400146484,20180606T190200Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7951,GBOV_RM7_181,Blandy Experimental Farm,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,183,Deciduous Broadleaf,39.0602607727051,-78.0716400146484,20180626T000000Z,2.0,64.0,0.0,6.89,5.52,5.64,4.28,0.645,0.52,0.61,0.49,0.17,0.18,0.14,0.2,0.818,0.78,0.033,0.06,0.03,0.05,0.95,0.93,0.028,0.04,0.07,0.14
7952,GBOV_RM7_181,Blandy Experimental Farm,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,183,Deciduous Broadleaf,39.0602607727051,-78.0716400146484,20180626T050700Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7953,GBOV_RM7_181,Blandy Experimental Farm,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,183,Deciduous Broadleaf,39.0602607727051,-78.0716400146484,20180705T000000Z,2.0,0.0,0.0,6.57,5.32,5.43,4.12,0.493,0.41,0.466,0.39,0.15,0.17,0.13,0.26,0.826,0.77,0.024,0.05,0.022,0.04,0.95,0.94,0.028,0.05,0.06,0.15
7954,GBOV_RM7_181,Blandy Experimental Farm,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,183,Deciduous Broadleaf,39.0602607727051,-78.0716400146484,20180705T181500Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7955,GBOV_RM7_181,Blandy Experimental Farm,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,183,Deciduous Broadleaf,39.0602607727051,-78.0716400146484,20180719T000000Z,2.0,0.0,0.0,6.33,5.04,5.35,3.96,0.684,0.52,0.656,0.49,0.15,0.18,0.13,0.2,0.845,0.79,0.031,0.06,0.028,0.04,0.96,0.94,0.028,0.05,0.06,0.13
7956,GBOV_RM7_181,Blandy Experimental Farm,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,183,Deciduous Broadleaf,39.0602607727051,-78.0716400146484,20180719T185500Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7957,GBOV_RM7_181,Blandy Experimental Farm,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,183,Deciduous Broadleaf,39.0602607727051,-78.0716400146484,20180731T000000Z,2.0,0.0,0.0,6.38,5.26,5.39,4.33,0.282,0.24,0.259,0.222,0.15,0.17,0.13,0.16,0.845,0.82,0.023,0.04,0.021,0.035,0.92,0.93,0.028,0.04,0.1,0.21
7958,GBOV_RM7_181,Blandy Experimental Farm,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,183,Deciduous Broadleaf,39.0602607727051,-78.0716400146484,20180731T100000Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7959,GBOV_RM7_181,Blandy Experimental Farm,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,183,Deciduous Broadleaf,39.0602607727051,-78.0716400146484,20180815T000000Z,2.0,0.0,0.0,6.27,5.07,5.18,4.02,0.493,0.4,0.473,0.38,0.15,0.17,0.12,0.15,0.827,0.79,0.022,0.04,0.02,0.031,0.96,0.95,0.028,0.04,0.06,0.11
7960,GBOV_RM7_181,Blandy Experimental Farm,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,183,Deciduous Broadleaf,39.0602607727051,-78.0716400146484,20180815T180700Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
